id,node_a,node_b,weight
2003/1443,2003,1443,0.02146690518783542
2003/1752,2003,1752,0.018011527377521614
2003/1574,2003,1574,0.03225806451612903
2003/695,2003,695,0.022318660880347178
2003/2858,2003,2858,0.18158890290037832
2003/1519,2003,1519,0.08749096167751265
682/933,682,933,0.023809523809523808
682/1010,682,1010,0.008955223880597015
682/863,682,863,0.21067415730337077
682/113,682,113,0.03138622493461203
682/1816,682,1816,0.19858989424206816
682/816,682,816,0.026096033402922755
682/779,682,779,0.022999080036798528
2260/962,2260,962,0.19964507542147295
2260/2262,2260,2262,0.6222222222222222
2260/1199,2260,1199,0.00872093023255814
1403/1336,1403,1336,0.0505008347245409
271/1530,271,1530,0.11449016100178891
271/476,271,476,0.05325443786982249
271/481,271,481,0.16198125836680052
271/480,271,480,0.1926751592356688
420/1803,420,1803,0.01639344262295082
420/906,420,906,0.03128054740957967
420/653,420,653,0.008249312557286892
257/1687,257,1687,0.03840245775729647
722/2133,722,2133,0.021709633649932156
1084/180,1084,180,0.11793372319688109
1084/298,1084,298,0.01053864168618267
1084/1828,1084,1828,0.02074688796680498
1198/2023,1198,2023,0.16896551724137931
1198/1992,1198,1992,0.030848329048843187
1198/1852,1198,1852,0.019305019305019305
1198/1202,1198,1202,0.0484027105517909
1198/98,1198,98,0.009137635636778984
436/435,436,435,0.07758620689655173
406/1383,406,1383,0.059534883720930236
406/1229,406,1229,1.0712050078247262
406/907,406,907,0.3311926605504587
406/1669,406,1669,0.011435832274459974
1382/286,1382,286,0.03368421052631579
1382/1805,1382,1805,0.032454361054766734
1382/64,1382,64,0.2938530734632684
1382/278,1382,278,0.023494860499265784
110/144,110,144,0.15625
1495/1364,1495,1364,0.00841908325537886
1495/1035,1495,1035,0.005389221556886228
1422/987,1422,987,0.010249839846252402
1422/1416,1422,1416,0.02506393861892583
1422/210,1422,210,0.09557661927330174
1422/363,1422,363,0.4061078622482131
1422/1959,1422,1959,0.04539007092198582
1663/195,1663,195,0.01987281399046105
1870/1071,1870,1071,0.012640449438202247
1768/688,1768,688,0.00569620253164557
1768/2,1768,2,0.005538461538461538
2138/1175,2138,1175,0.01327433628318584
2986/221,2986,221,0.0983739837398374
1528/1003,1528,1003,0.016544117647058824
1528/1523,1528,1523,0.01641025641025641
1528/988,1528,988,0.03855421686746988
1346/1333,1346,1333,0.34606866002214837
1346/2012,1346,2012,0.04553903345724907
1346/1347,1346,1347,0.006056527590847914
1924/1137,1924,1137,0.0162748643761302
791/1782,791,1782,0.03917301414581066
2410/1427,2410,1427,0.16923076923076924
8/299,8,299,0.08290155440414508
1605/1256,1605,1256,0.09896907216494845
379/1653,379,1653,0.018102824040550327
45/1292,45,1292,0.08257638315441784
1964/1580,1964,1580,0.12594458438287154
1964/1493,1964,1493,0.02910266774454325
946/156,946,156,0.017159199237368923
1233/706,1233,706,0.03682393555811277
1233/11,1233,11,0.17212626563430614
1233/1629,1233,1629,0.12017167381974249
897/1401,897,1401,0.008908685968819599
897/1336,897,1336,0.007960199004975124
1773/2539,1773,2539,0.02702702702702703
1773/1667,1773,1667,0.012769353551476457
163/706,163,706,0.59211337030191
163/837,163,837,0.01525320317266626
163/11,163,11,0.015634771732332707
163/1230,163,1230,0.10734732824427481
481/1530,481,1530,0.409297052154195
481/476,481,476,0.09940357852882704
481/480,481,480,1.894736842105263
386/677,386,677,0.21850613154960982
386/290,386,290,0.024657534246575342
1277/1531,1277,1531,0.01889644746787604
1277/1303,1277,1303,0.06103993971363979
1277/1673,1277,1673,0.7429305912596401
1277/493,1277,493,0.005928853754940711
1277/1183,1277,1183,0.049573973663826494
2030/1455,2030,1455,0.0744047619047619
2708/1711,2708,1711,0.04118616144975288
2708/1623,2708,1623,0.14942528735632185
2708/2903,2708,2903,0.3103448275862069
2708/1115,2708,1115,0.01727447216890595
2708/2933,2708,2933,0.03461538461538462
1770/767,1770,767,0.145985401459854
1770/1625,1770,1625,0.11392405063291139
1810/781,1810,781,0.0451693851944793
1810/1000,1810,1000,0.01517706576728499
1945/2401,1945,2401,0.02107728337236534
1141/923,1141,923,0.02783964365256125
1141/1668,1141,1668,0.009316770186335404
477/1807,477,1807,0.3448687350835322
477/1629,477,1629,0.026371308016877638
477/425,477,425,0.13123359580052493
477/2921,477,2921,0.044964028776978415
477/2093,477,2093,0.06960227272727272
477/1686,477,1686,0.0390032502708559
2975/1562,2975,1562,0.11940298507462686
77/76,77,76,0.05638665132336018
77/1207,77,1207,0.042704626334519574
77/1646,77,1646,0.2639175257731959
77/1357,77,1357,0.05444444444444444
2936/614,2936,614,0.07563025210084033
1494/1625,1494,1625,0.08045052292839903
1494/767,1494,767,0.09120345385860766
1494/2865,1494,2865,0.04852160727824109
1494/1417,1494,1417,0.036453645364536456
2888/2875,2888,2875,0.07692307692307693
1248/1560,1248,1560,0.04265402843601896
376/42,376,42,0.021080368906455864
376/717,376,717,0.02302025782688766
285/2133,285,2133,0.08731241473396999
285/354,285,354,0.023391812865497075
1092/1890,1092,1890,0.03462603878116344
1092/1784,1092,1784,0.04771178188899708
2559/1408,2559,1408,0.013468013468013467
2559/1410,2559,1410,0.00911854103343465
2559/2870,2559,2870,0.038461538461538464
2559/1536,2559,1536,0.042444821731748725
1326/1485,1326,1485,0.12886597938144329
1896/72,1896,72,0.27435064935064934
1896/2965,1896,2965,0.22939068100358423
1896/1258,1896,1258,1.1203501094091903
652/649,652,649,0.145083932853717
652/921,652,921,0.03382949932341001
652/212,652,212,0.21729490022172948
2889/708,2889,708,0.04051863857374392
797/744,797,744,0.17378232110643416
478/863,478,863,0.05107741420590583
478/73,478,73,0.06432160804020101
478/113,478,113,0.01885369532428356
478/674,478,674,0.09224890829694324
1160/713,1160,713,0.056485355648535567
1428/708,1428,708,0.03983739837398374
1428/1286,1428,1286,0.023062139654067906
1428/1420,1428,1420,0.016129032258064516
1428/737,1428,737,0.028503562945368172
611/1507,611,1507,0.007679180887372013
1133/221,1133,221,0.0225
296/1416,296,1416,0.02821316614420063
2482/1963,2482,1963,0.012465373961218837
707/1415,707,1415,0.17088055797733218
707/1513,707,1513,0.06550665301944729
1040/189,1040,189,0.37990580847723704
1040/36,1040,36,0.14682884448305822
1040/1256,1040,1256,0.0234337637494022
1040/964,1040,964,0.038643533123028394
1040/580,1040,580,0.18920916481892092
1040/1201,1040,1201,0.21707757065544198
592/676,592,676,0.0070921985815602835
449/212,449,212,0.11940298507462686
1247/1916,1247,1916,0.007778738115816767
1247/1408,1247,1408,0.01224889759921607
1247/18,1247,18,0.12371134020618557
3001/785,3001,785,0.181360201511335
1904/129,1904,129,0.07469512195121951
1904/119,1904,119,0.012413793103448275
1904/1088,1904,1088,0.15894039735099338
695/1443,695,1443,0.41350210970464135
695/741,695,741,0.14121037463976946
695/1752,695,1752,0.5610972568578554
695/2065,695,2065,0.008333333333333333
695/2874,695,2874,0.061068702290076333
1116/680,1116,680,0.017877094972067038
1116/92,1116,92,0.24334600760456274
1116/44,1116,44,0.05122950819672131
1116/681,1116,681,0.1281645569620253
1116/2558,1116,2558,0.06265664160401002
2263/2261,2263,2261,0.5232198142414861
2263/1554,2263,1554,0.2094017094017094
1533/199,1533,199,0.013293943870014771
1899/1666,1899,1666,0.0141287284144427
1899/1518,1899,1518,0.2156215621562156
772/2973,772,2973,0.11573236889692586
598/629,598,629,0.030902348578491966
598/266,598,266,0.03816793893129771
598/763,598,763,0.024965325936199722
1062/1747,1062,1747,0.09057301293900184
1156/352,1156,352,0.11419508326724821
1989/1153,1989,1153,0.009544008483563097
230/1767,230,1767,0.021570319240724764
230/1454,230,1454,0.02617801047120419
230/2235,230,2235,0.011292346298619825
230/1449,230,1449,0.009773976786805132
1321/604,1321,604,0.04180602006688963
1487/211,1487,211,0.03578528827037773
1487/1456,1487,1456,0.013419216317767043
1849/234,1849,234,0.03765690376569038
1849/108,1849,108,0.05658198614318707
1849/2017,1849,2017,0.026709401709401708
1502/264,1502,264,0.1367231638418079
1971/360,1971,360,0.06642066420664207
1599/2933,1599,2933,0.012587412587412588
1599/1458,1599,1458,0.011088011088011088
1599/1623,1599,1623,0.07619647355163728
1599/1811,1599,1811,0.00804289544235925
1599/1307,1599,1307,1.656338028169014
1599/1115,1599,1115,0.20310880829015543
1599/1205,1599,1205,0.00528169014084507
412/692,412,692,0.02771618625277162
412/413,412,413,0.08221476510067115
412/501,412,501,0.028376844494892167
412/414,412,414,0.16666666666666666
412/1749,412,1749,0.02577319587628866
412/1448,412,1448,0.14481576692373607
412/415,412,415,0.211864406779661
1059/1058,1059,1058,0.5871559633027523
647/1613,647,1613,0.26
647/157,647,157,0.09665871121718377
647/2001,647,2001,0.019024970273483946
635/1402,635,1402,0.24286581663630843
635/154,635,154,0.142433234421365
1970/416,1970,416,0.021220159151193633
1970/1844,1970,1844,0.47174447174447176
1970/740,1970,740,0.018327605956471937
1970/205,1970,205,0.010067114093959731
956/1615,956,1615,0.2315112540192926
956/421,956,421,0.7072192513368984
956/1519,956,1519,0.41332194705380015
101/1687,101,1687,0.025458248472505093
587/883,587,883,0.007633587786259542
1323/1353,1323,1353,0.2975206611570248
1323/1343,1323,1343,0.0384917517674784
1435/702,1435,702,0.03510028653295129
1435/1468,1435,1468,0.02880658436213992
1435/2021,1435,2021,0.025157232704402517
1435/1172,1435,1172,0.021492537313432834
1435/1749,1435,1749,0.009846153846153846
31/1530,31,1530,0.0745814307458143
31/270,31,270,0.01355421686746988
31/854,31,854,0.05413533834586466
189/580,189,580,0.785175879396985
189/36,189,36,0.6046901172529313
189/1201,189,1201,0.518918918918919
189/964,189,964,0.2013986013986014
2224/2004,2224,2004,0.2222222222222222
1171/1898,1171,1898,0.019650655021834062
1171/604,1171,604,0.4622279129321383
1583/1562,1583,1562,0.0985342019543974
906/281,906,281,0.1140861466821886
906/1295,906,1295,0.17960088691796008
906/1296,906,1296,0.01614987080103359
906/1763,906,1763,0.07241172950329144
906/344,906,344,0.1477207155222158
906/10,906,10,0.14012041598248495
906/1803,906,1803,1.4068678459937565
906/653,906,653,0.12860892388451445
1232/1286,1232,1286,0.3803019410496046
2146/1100,2146,1100,0.019623233908948195
1238/1237,1238,1237,0.014310246136233544
1162/1609,1162,1609,0.18818040435458788
1162/1562,1162,1562,0.012295081967213115
1162/1784,1162,1784,0.033550792171481825
1747/488,1747,488,0.21607142857142858
2870/2893,2870,2893,0.03765690376569038
2870/1536,2870,1536,0.015358361774744027
2870/1410,2870,1410,0.050102249488752554
1310/698,1310,698,0.3560500695410292
1322/1833,1322,1833,0.04864864864864865
1322/768,1322,768,0.07142857142857142
1322/1526,1322,1526,0.01293103448275862
1039/1521,1039,1521,0.017316017316017316
1039/1868,1039,1868,0.038580246913580245
1039/709,1039,709,0.02011263073209976
136/1937,136,1937,0.005901639344262295
136/1214,136,1214,0.016666666666666666
1394/1297,1394,1297,0.03162055335968379
1394/801,1394,801,0.005257009345794392
1394/805,1394,805,0.016914749661705007
1093/1838,1093,1838,0.006
1093/816,1093,816,0.21304347826086956
1093/1681,1093,1681,0.043373493975903614
2912/1883,2912,1883,0.016666666666666666
2912/1882,2912,1882,0.013196480938416423
1879/1261,1879,1261,0.027056874654886803
1879/1413,1879,1413,0.02384105960264901
1934/1674,1934,1674,0.04897959183673469
981/1371,981,1371,0.03352540597171294
981/1673,981,1673,0.014628437682855471
264/1344,264,1344,0.07153284671532846
1095/37,1095,37,0.37003058103975534
1095/988,1095,988,0.07708779443254818
1095/1928,1095,1928,0.03164556962025317
1095/1127,1095,1127,0.04081632653061224
1095/1003,1095,1003,0.10792580101180438
1095/352,1095,352,0.16923076923076924
1095/808,1095,808,0.04032258064516129
742/2989,742,2989,0.08180300500834725
742/863,742,863,0.08165322580645161
742/743,742,743,1.003579952267303
742/1010,742,1010,0.05331882480957562
793/1584,793,1584,0.013975155279503106
793/1109,793,1109,0.01871345029239766
301/383,301,383,0.1053740779768177
301/1508,301,1508,0.19736842105263158
301/899,301,899,0.030303030303030304
301/1256,301,1256,0.014997000599880024
232/1392,232,1392,0.06423473433782712
1212/1130,1212,1130,0.3890086206896552
860/1003,860,1003,0.08112582781456953
1733/994,1733,994,0.015356265356265357
1938/933,1938,933,0.023054755043227664
1938/1671,1938,1671,0.023622047244094488
96/1102,96,1102,0.03967611336032389
76/1801,76,1801,0.008823529411764706
76/1207,76,1207,0.2180232558139535
76/1366,76,1366,0.21657754010695188
76/1620,76,1620,0.027649769585253458
281/1132,281,1132,0.045
281/1296,281,1296,0.011479591836734694
281/653,281,653,0.011703511053315995
281/184,281,184,0.05555555555555555
281/1295,281,1295,0.008547008547008548
281/344,281,344,0.01634320735444331
281/1763,281,1763,0.03956043956043956
281/1803,281,1803,0.16415410385259632
344/1803,344,1803,0.09967051070840198
344/1480,344,1480,0.03571428571428571
1602/570,1602,570,0.14245014245014245
2878/2071,2878,2071,0.13636363636363635
138/1453,138,1453,0.13445378151260504
138/1439,138,1439,0.11089238845144357
762/736,762,736,0.024390243902439025
44/680,44,680,0.008356545961002786
44/1109,44,1109,0.030525030525030524
44/681,44,681,0.14919852034525277
1954/1856,1954,1856,0.0667574931880109
1464/1011,1464,1011,0.11214087117701575
1913/1414,1913,1414,0.23410404624277456
1913/93,1913,93,0.009018036072144289
1913/378,1913,378,0.0254323499491353
1913/1033,1913,1033,0.07363636363636364
1913/1452,1913,1452,0.01605651894669236
1273/2131,1273,2131,0.2096069868995633
1273/1931,1273,1931,0.0890909090909091
1273/786,1273,786,0.018711018711018712
834/1686,834,1686,0.020242914979757085
834/1745,834,1745,0.07019064124783363
834/800,834,800,0.027374301675977653
889/878,889,878,0.01507537688442211
889/221,889,221,0.19435104236718226
1207/1289,1207,1289,0.015748031496062992
1207/1231,1207,1231,0.03143040410519564
1207/1304,1207,1304,0.03197158081705151
1207/1246,1207,1246,0.06038647342995169
1207/1958,1207,1958,0.02828054298642534
1207/1366,1207,1366,0.043272481406355645
628/2250,628,2250,0.1605351170568562
628/1257,628,1257,0.0143184421534937
628/648,628,648,0.021739130434782608
628/1201,628,1201,0.015792798483891344
628/1531,628,1531,0.01765536723163842
890/1862,890,1862,0.06612685560053981
890/615,890,615,0.028901734104046242
710/1467,710,1467,0.1466275659824047
710/1395,710,1395,0.016789087093389297
2034/2932,2034,2932,0.2852112676056338
2034/1287,2034,1287,0.019857029388403495
2034/2942,2034,2942,0.03146853146853147
1546/1384,1546,1384,0.014563106796116505
604/1375,604,1375,0.03075030750307503
2642/78,2642,78,0.008530805687203791
2642/1214,2642,1214,0.009009009009009009
1186/425,1186,425,0.014900662251655629
1537/1342,1537,1342,0.0481283422459893
2971/134,2971,134,0.017578125
648/1612,648,1612,0.12121212121212122
648/963,648,963,0.6914285714285714
648/127,648,127,0.059322033898305086
1468/1409,1468,1409,0.004484304932735426
1468/1819,1468,1819,0.03153153153153153
1468/719,1468,719,0.02975206611570248
1468/1784,1468,1784,0.01621271076523995
680/2558,680,2558,0.12346938775510204
680/1735,680,1735,0.018782870022539443
680/681,680,681,0.06644790812141099
977/945,977,945,0.05656108597285068
977/994,977,994,0.09585933068633012
2900/1997,2900,1997,0.04553734061930783
2900/2885,2900,2885,0.06374501992031872
2900/1940,2900,1940,0.0297951582867784
615/1647,615,1647,0.010262257696693273
615/936,615,936,0.09462616822429906
615/1862,615,1862,0.022706630336058128
1405/180,1405,180,0.033515731874145006
1866/128,1866,128,0.015
2112/1229,2112,1229,0.03769230769230769
2885/1997,2885,1997,0.017374517374517374
2885/1940,2885,1940,0.07171314741035857
43/741,43,741,0.05297297297297297
43/692,43,692,0.02302025782688766
43/413,43,413,0.011479591836734694
43/1455,43,1455,0.023637557452396585
43/1846,43,1846,0.04395604395604396
93/1414,93,1414,0.14213197969543148
93/378,93,378,0.01641025641025641
280/1132,280,1132,0.2261682242990654
280/829,280,829,0.1012396694214876
332/1151,332,1151,0.017892644135188866
332/1895,332,1895,0.008563273073263558
332/1616,332,1616,0.14830072090628219
332/330,332,330,0.03943217665615142
863/2989,863,2989,0.12235649546827794
863/1010,863,1010,0.12346938775510204
863/113,863,113,0.22857142857142856
863/2546,863,2546,0.011597938144329897
863/1816,863,1816,0.01066350710900474
863/192,863,192,0.025853154084798345
863/674,863,674,0.06097560975609756
1239/531,1239,531,0.029556650246305417
1239/1236,1239,1236,0.18294748729531338
1239/727,1239,727,0.02771362586605081
1239/1270,1239,1270,0.03986981285598047
1239/1237,1239,1237,0.04340836012861737
1234/1404,1234,1404,0.025069637883008356
1234/1856,1234,1856,0.16013071895424835
1234/1324,1234,1324,0.008181818181818182
1517/665,1517,665,0.21875
2255/2266,2255,2266,0.14754098360655737
2255/2264,2255,2264,0.015985790408525755
2255/1383,2255,1383,0.05542986425339366
2255/2256,2255,2256,0.13213703099510604
2255/2254,2255,2254,3.0508166969147004
2255/1984,2255,1984,0.21238938053097345
2255/2267,2255,2267,0.5034843205574913
2255/1217,2255,1217,0.01483679525222552
2255/237,2255,237,0.044642857142857144
2255/306,2255,306,0.04776119402985075
2255/2257,2255,2257,0.06164383561643835
1237/2928,1237,2928,0.020781379883624274
1237/1236,1237,1236,0.0043206913106096975
1237/727,1237,727,0.022556390977443608
306/1060,306,1060,0.17647058823529413
306/2254,306,2254,0.05211726384364821
306/2267,306,2267,0.029315960912052116
13/601,13,601,0.2380281690140845
13/1792,13,1792,0.10986547085201794
13/1902,13,1902,0.03834355828220859
573/1909,573,1909,0.011435832274459974
573/2871,573,2871,0.3432203389830508
1360/1187,1360,1187,0.03532875368007851
1723/1990,1723,1990,0.05952380952380952
1723/248,1723,248,0.11682242990654206
1300/1228,1300,1228,0.3422459893048128
1300/89,1300,89,0.16802800466744458
1300/930,1300,930,0.08181203515889114
1300/965,1300,965,0.1648780487804878
1300/2980,1300,2980,0.03462603878116344
1300/626,1300,626,0.737719298245614
1300/2955,1300,2955,0.03541076487252125
1300/1632,1300,1632,0.04895104895104895
85/581,85,581,0.06118546845124283
1890/1608,1890,1608,0.008506616257088847
1890/1513,1890,1513,0.13123359580052493
1890/1079,1890,1079,0.012178619756427604
1890/1410,1890,1410,0.027169811320754716
1890/1536,1890,1536,0.017185821697099892
1388/1175,1388,1175,0.025513819985825654
1388/53,1388,53,0.04798578199052133
1625/767,1625,767,0.035919540229885055
1530/476,1530,476,0.5485074626865671
1530/480,1530,480,0.2552083333333333
1006/901,1006,901,0.19331742243436753
2864/1088,2864,1088,0.036231884057971016
1619/1496,1619,1496,0.02262443438914027
1619/1618,1619,1618,2.011904761904762
1619/1617,1619,1617,0.2336448598130841
1619/1063,1619,1063,0.031725888324873094
1414/86,1414,86,0.007081038552321007
1414/378,1414,378,0.035688273852876914
1414/430,1414,430,0.09994086339444117
1414/1033,1414,1033,0.08120805369127516
1107/1752,1107,1752,0.15958451369216242
1107/1922,1107,1922,0.04111842105263158
89/626,89,626,0.043478260869565216
1884/377,1884,377,0.04161849710982659
1884/584,1884,584,0.065439672801636
1884/1923,1884,1923,0.009782608695652175
1884/785,1884,785,0.2888
1884/3003,1884,3003,0.16946778711484595
2980/1228,2980,1228,0.013050570962479609
2937/2060,2937,2060,0.08389261744966443
602/1719,602,1719,0.048669201520912544
602/713,602,713,0.02297383535417996
983/1818,983,1818,0.030710172744721688
983/484,983,484,0.21485411140583555
1959/1425,1959,1425,0.08136696501220504
1959/1726,1959,1726,0.03417015341701534
1959/1958,1959,1958,0.8335388409371147
1342/1226,1342,1226,0.1066079295154185
1342/1276,1342,1276,0.01820250284414107
1165/678,1165,678,0.03425309229305423
100/1657,100,1657,0.049247606019151846
100/1404,100,1404,0.024295432458697766
100/509,100,509,0.06463195691202872
100/1725,100,1725,0.025227043390514632
1536/1408,1536,1408,0.48055372445616346
1536/1079,1536,1079,0.04819277108433735
1536/1410,1536,1410,0.513677811550152
1536/972,1536,972,0.014925373134328358
1536/1387,1536,1387,0.02422480620155039
1536/1608,1536,1608,0.18525519848771266
501/1840,501,1840,0.028846153846153848
501/371,501,371,0.3656716417910448
83/755,83,755,0.024390243902439025
83/49,83,49,0.16263440860215053
1566/994,1566,994,0.0166333998669328
1566/951,1566,951,0.14102564102564102
849/954,849,954,0.06906077348066299
2235/1454,2235,1454,0.0392156862745098
9/1711,9,1711,0.10975609756097561
9/1458,9,1458,0.04375
9/1623,9,1623,0.028279654359780047
9/1626,9,1626,0.06891701828410689
9/1115,9,1115,0.024427480916030534
1313/1370,1313,1370,2.062408223201175
1313/1343,1313,1343,0.07218045112781955
580/36,580,36,0.11911764705882352
580/763,580,763,0.5268817204301075
580/629,580,629,1.056338028169014
580/2373,580,2373,0.01601423487544484
580/1201,580,1201,0.33698399326032014
580/964,580,964,0.15335868187579213
679/989,679,989,0.0757396449704142
679/630,679,630,0.22472783825816486
679/708,679,708,0.22299306243805747
679/250,679,250,0.1867704280155642
679/704,679,704,0.008325624421831638
447/1297,447,1297,0.062317429406037
213/1257,213,1257,0.08710801393728224
213/1201,213,1201,0.025252525252525252
73/1221,73,1221,0.2375366568914956
73/1380,73,1380,0.058315334773218146
73/674,73,674,0.08761766835626358
2884/357,2884,357,0.06060606060606061
1922/2014,1922,2014,0.12150668286755771
925/407,925,407,0.0469208211143695
2060/2961,2060,2961,0.030201342281879196
1774/2018,1774,2018,0.1545338441890166
2943/1917,2943,1917,0.013377926421404682
1452/1295,1452,1295,0.00984009840098401
1638/1657,1638,1657,0.07280832095096583
1638/1725,1638,1725,0.009615384615384616
1471/1287,1471,1287,0.016611295681063124
1383/1496,1383,1496,0.09387121799844841
1383/305,1383,305,0.020512820512820513
1383/2254,1383,2254,0.05724299065420561
1383/1618,1383,1618,0.03677221654749745
1427/1364,1427,1364,0.02390057361376673
1427/704,1427,704,0.04430379746835443
1427/1725,1427,1725,0.006907137375287797
1427/1035,1427,1035,0.2703862660944206
1142/948,1142,948,0.005421686746987952
2262/962,2262,962,0.7097488921713442
2262/1199,2262,1199,0.09550118389897395
2262/1551,2262,1551,2.2553542009884677
1711/304,1711,304,0.09261939218523878
1711/1115,1711,1115,0.058682634730538925
1711/1623,1711,1623,0.11663216011042098
1711/1626,1711,1626,0.09080717488789238
1711/1458,1711,1458,0.09314857582755966
1711/1275,1711,1275,0.008866995073891626
1974/1538,1974,1538,0.02358490566037736
1384/197,1384,197,0.012016021361815754
107/56,107,56,0.02511773940345369
1883/728,1883,728,0.03571428571428571
1883/1882,1883,1882,0.689795918367347
2253/268,2253,268,0.400355871886121
2253/808,2253,808,0.07538461538461538
1242/1493,1242,1493,0.015634771732332707
1242/1246,1242,1246,0.30666666666666664
1242/1241,1242,1241,0.18551042810098792
369/1914,369,1914,0.12573673870333987
1803/1295,1803,1295,0.037955073586367155
1803/1296,1803,1296,0.0244140625
1803/653,1803,653,0.04865938430983118
1803/10,1803,10,0.408179012345679
1803/1763,1803,1763,0.1256544502617801
1963/703,1963,703,0.18694690265486727
1963/1283,1963,1283,0.008050089445438283
1963/1376,1963,1376,0.08650519031141868
1963/2920,1963,2920,0.040584415584415584
1188/67,1188,67,1.0767613038906414
329/1381,329,1381,0.033112582781456956
2995/1811,2995,1811,0.1302250803858521
1615/1519,1615,1519,0.02955082742316785
2013/256,2013,256,0.02834467120181406
2013/1526,2013,1526,0.012362637362637362
1548/1292,1548,1292,0.5048465266558966
1548/1230,1548,1230,0.05555555555555555
90/704,90,704,0.011673151750972763
585/1381,585,1381,0.49875311720698257
1268/1657,1268,1657,0.02376425855513308
1268/1725,1268,1725,0.01906941266209001
1268/1035,1268,1035,0.0054249547920434
980/803,980,803,0.036511156186612576
980/498,980,498,0.01509433962264151
127/1612,127,1612,0.035211267605633804
127/1417,127,1417,0.07976268951878708
1229/3004,1229,3004,0.01733477789815818
1229/1202,1229,1202,0.012272950417280314
1229/907,1229,907,0.18233618233618235
1567/1375,1567,1375,0.036055923473142015
1014/1577,1014,1577,0.008490566037735849
1128/1127,1128,1127,0.3124397299903568
1128/1846,1128,1846,0.09854014598540146
1225/630,1225,630,0.09436435124508519
1225/1807,1225,1807,0.03048264182895851
1225/1343,1225,1343,0.4808461978273299
1225/691,1225,691,0.024925224327018942
1225/1732,1225,1732,0.019672131147540985
1225/952,1225,952,0.1306715063520871
1225/965,1225,965,0.05387205387205387
884/1119,884,1119,0.3306122448979592
720/56,720,56,0.01291248206599713
1518/1666,1518,1666,0.041237113402061855
46/1501,46,1501,0.1360544217687075
46/1418,46,1418,0.1902567478604345
46/228,46,228,0.0374251497005988
820/1345,820,1345,0.05555555555555555
1332/1032,1332,1032,0.019027484143763214
1490/1491,1490,1491,0.07728706624605679
584/1210,584,1210,0.03695324283559578
1554/683,1554,683,0.2734463276836158
1554/1200,1554,1200,0.23937761819269898
1554/2261,1554,2261,0.4502127659574468
1554/1553,1554,1553,1.0972644376899696
2378/1150,2378,1150,0.022644927536231884
1784/1117,1784,1117,0.037460978147762745
1784/923,1784,923,0.3582531458179127
1784/643,1784,643,0.09380863039399624
838/987,838,987,0.010078387458006719
381/1814,381,1814,0.32688588007736946
381/1293,381,1293,0.011464968152866241
381/134,381,134,0.3902439024390244
381/484,381,484,0.07578947368421053
1272/1496,1272,1496,0.020542317173377157
1272/171,1272,171,0.7480519480519481
1272/1216,1272,1216,0.013255567338282079
1272/2256,1272,2256,0.030864197530864196
1272/170,1272,170,0.7797001153402537
1272/2257,1272,2257,0.032133676092544985
1440/268,1440,268,0.00878048780487805
1213/817,1213,817,0.02448775612193903
1213/1215,1213,1215,0.08067226890756303
1100/2909,1100,2909,0.06564102564102564
1100/792,1100,792,0.12773998488284202
1100/2492,1100,2492,0.036585365853658534
1100/269,1100,269,0.06342991386061081
1262/1761,1262,1761,0.051362683438155136
1262/427,1262,427,0.02909090909090909
1262/1640,1262,1640,0.6302083333333334
1262/1644,1262,1644,0.029137529137529136
1262/1758,1262,1758,0.01652892561983471
994/876,994,876,0.04666666666666667
965/630,965,630,0.0206782464846981
965/1228,965,1228,0.2901315789473684
965/626,965,626,0.539795918367347
965/1632,965,1632,0.14560770156438027
965/952,965,952,0.04591836734693878
978/259,978,259,0.09155937052932761
12/1833,12,1833,0.010078387458006719
12/768,12,768,0.024390243902439025
1308/1841,1308,1841,0.15637065637065636
2267/1060,2267,1060,0.16387959866220736
2267/2266,2267,2266,4.79002079002079
2267/2264,2267,2264,0.12098298676748583
2267/2256,2267,2256,0.04251700680272109
2267/1063,2267,1063,0.03687315634218289
2267/2254,2267,2254,0.14620938628158844
2267/2257,2267,2257,0.02872531418312388
305/1496,305,1496,0.009793253536452665
305/1669,305,1669,0.018442622950819672
1096/1261,1096,1261,0.03510028653295129
1096/642,1096,642,0.06679035250463822
755/49,755,49,0.25981524249422633
755/1269,755,1269,0.03854389721627409
336/1012,336,1012,0.06299212598425197
1423/2133,1423,2133,0.01921598770176787
1423/1417,1423,1417,0.019661387220098307
1767/1436,1767,1436,0.024390243902439025
1767/1449,1767,1449,0.04416839199447895
1453/2904,1453,2904,0.028526148969889066
1115/304,1115,304,0.1345514950166113
1115/1307,1115,1307,0.19447640966628307
1115/1623,1115,1623,0.14411764705882352
1115/2933,1115,2933,0.07392197125256673
1115/1458,1115,1458,0.013136288998357963
1418/1541,1418,1541,0.015903307888040712
1418/1434,1418,1434,0.005382775119617225
1085/1047,1085,1047,0.6216216216216216
322/346,322,346,0.05144694533762058
1665/1433,1665,1433,0.13812785388127855
395/1372,395,1372,0.045283018867924525
119/1088,119,1088,0.10615711252653928
119/749,119,749,0.008356545961002786
119/2908,119,2908,0.032
2256/236,2256,236,0.04230118443316413
2256/1060,2256,1060,0.02694610778443114
2256/171,2256,171,0.04180602006688963
2256/2266,2256,2266,0.18181818181818182
2256/2264,2256,2264,0.17921146953405018
2256/170,2256,170,0.17510853835021709
2256/2254,2256,2254,0.10921501706484642
2256/1496,2256,1496,0.06256109481915934
