id,node_a,node_b,weight
1333/2012,1333,2012,0.0989010989010989
1333/1347,1333,1347,0.5559174809989142
1281/1072,1281,1072,0.04424778761061947
1645/1246,1645,1246,0.05648926237161531
692/1749,692,1749,0.061317183951551855
1892/702,1892,702,0.03589232303090728
1475/2070,1475,2070,0.013157894736842105
1256/2930,1256,2930,0.012298232129131437
1457/1729,1457,1729,0.025087108013937282
1051/358,1051,358,0.06722689075630252
1287/102,1287,102,0.03188028627195836
1287/960,1287,960,0.0161218092252575
1421/1401,1421,1401,0.037892243931320305
1421/1336,1421,1336,0.008390141583639224
1421/1689,1421,1689,0.037578288100208766
1421/1455,1421,1455,0.014568764568764568
214/1455,214,1455,0.06377551020408163
172/1994,172,1994,0.07947019867549669
338/245,338,245,0.018038331454340473
1336/1401,1336,1401,0.05276929786306149
686/1887,686,1887,0.04265402843601896
681/1660,681,1660,0.03753910323253389
681/2558,681,2558,0.0674931129476584
363/1579,363,1579,0.09563164108618655
363/987,363,987,0.3712121212121212
363/1416,363,1416,0.12311557788944724
1493/1580,1493,1580,0.05139593908629442
277/1769,277,1769,0.022113022113022112
526/716,526,716,0.0719910011248594
606/649,606,649,0.22631166797180893
606/653,606,653,0.05456095481670929
1819/1409,1819,1409,0.36670020120724345
1819/1650,1819,1650,0.16308040770101925
1819/719,1819,719,0.01314708299096138
2987/2945,2987,2945,0.45248868778280543
476/270,476,270,0.043795620437956206
653/1486,653,1486,0.05135520684736091
650/323,650,323,0.009879253567508232
249/448,249,448,0.009375
249/1489,249,1489,0.3568281938325991
1000/781,1000,781,0.028089887640449437
53/1407,53,1407,0.034653465346534656
53/1562,53,1562,0.14606741573033707
53/1223,53,1223,0.10180722891566266
53/870,53,870,0.028409090909090908
1801/1289,1801,1289,0.06477732793522267
1801/1620,1801,1620,0.39190283400809717
1801/490,1801,490,0.1927710843373494
1801/1366,1801,1366,0.024708304735758406
1297/318,1297,318,0.018504811250925242
683/1032,683,1032,0.03257918552036199
1226/1789,1226,1789,0.47920133111480867
1226/691,1226,691,0.03662258392675483
1609/1562,1609,1562,0.48133333333333334
1407/870,1407,870,0.030826140567200986
1407/960,1407,960,0.0088008800880088
798/1730,798,1730,0.06372934697088907
1267/1246,1267,1246,0.09712643678160919
1267/2249,1267,2249,0.5749770009199632
2874/741,2874,741,0.04215851602023609
2903/1623,2903,1623,0.014336917562724014
1432/355,1432,355,0.07936507936507936
1432/1735,1432,1735,0.016139444803098774
1122/718,1122,718,0.028538812785388126
1106/1585,1106,1585,0.011469534050179211
78/1834,78,1834,0.02702702702702703
78/817,78,817,0.004859611231101512
78/262,78,262,0.03458009880028229
270/854,270,854,0.0223463687150838
1590/987,1590,987,0.009193054136874362
887/1091,887,1091,0.04725168756027001
887/1906,887,1906,0.26384364820846906
1845/1467,1845,1467,0.13157894736842105
1845/1395,1845,1395,0.19196865817825662
717/1091,717,1091,0.023786869647954328
215/1585,215,1585,0.08466933867735471
1236/738,1236,738,0.029341317365269463
1236/1235,1236,1235,0.08609271523178808
1200/2261,1200,2261,0.18438381937911572
413/414,413,414,0.11895910780669144
413/415,413,415,0.0683111954459203
624/645,624,645,0.03364485981308411
624/1474,624,1474,0.08023872679045092
624/623,624,623,0.8115942028985508
355/808,355,808,0.03968253968253968
719/1409,719,1409,0.21865536038764385
719/694,719,694,0.20473157415832574
829/1132,829,1132,0.390625
1409/1650,1409,1650,0.018670649738610903
1409/694,1409,694,0.01892744479495268
40/1607,40,1607,0.010344827586206896
649/212,649,212,0.04142692750287687
1455/1735,1455,1735,0.015087507543753771
1455/1172,1455,1172,0.013774104683195593
2915/1882,2915,1882,0.03551136363636364
623/663,623,663,0.029684601113172542
702/855,702,855,0.14903129657228018
702/1749,702,1749,0.7880910683012259
702/694,702,694,0.1984126984126984
987/1579,987,1579,0.01053864168618267
987/1416,987,1416,0.06261740763932373
448/1489,448,1489,0.013366750208855471
1852/1676,1852,1676,0.06286836935166994
237/236,237,236,0.04681647940074907
677/290,677,290,0.0380952380952381
509/1657,509,1657,0.670468948035488
1909/52,1909,52,0.10495626822157435
1909/2871,1909,2871,0.045283018867924525
1909/2901,1909,2901,0.04580152671755725
1909/2017,1909,2017,0.020391517128874388
658/1253,658,1253,0.018583042973286876
1102/367,1102,367,0.07256235827664399
1926/323,1926,323,0.04398563734290844
1223/1562,1223,1562,0.04758364312267658
7/2148,7,2148,0.028409090909090908
7/1750,7,1750,0.011756061719324026
1351/1348,1351,1348,0.02877697841726619
1416/367,1416,367,0.019083969465648856
2871/2901,2871,2901,0.26778242677824265
323/1245,323,1245,0.2195540308747856
2249/1246,2249,1246,0.015006002400960384
1289/1246,1289,1246,0.021686746987951807
1289/1366,1289,1366,0.043272481406355645
1719/1486,1719,1486,0.043710972346119537
102/879,102,879,0.007601351351351352
102/208,102,208,0.125
1449/1454,1449,1454,0.03932584269662921
1525/2989,1525,2989,0.023622047244094488
1525/113,1525,113,0.11918951132300358
1467/1395,1467,1395,0.41369606003752346
763/1480,763,1480,0.04177411036616813
1620/490,1620,490,0.008645533141210375
1620/1366,1620,1366,0.25535610885929355
1741/1591,1741,1591,0.2234891676168757
2954/779,2954,779,0.024205748865355523
239/156,239,156,0.004746835443037975
1507/191,1507,191,0.03214285714285714
1750/1749,1750,1749,0.027169811320754716
1735/2148,1735,2148,0.033783783783783786
1735/2558,1735,2558,0.07683073229291716
1445/1444,1445,1444,0.18437900128040974
1445/581,1445,581,0.07107320540156362
1657/1404,1657,1404,0.028191072826938137
1274/1474,1274,1474,0.01643655489809336
1274/1091,1274,1091,0.06940874035989718
1091/1906,1091,1906,0.09257142857142857
1169/1153,1169,1153,0.07424242424242425
1834/262,1834,262,0.4898236092265943
1474/645,1474,645,1.435215946843854
2989/113,2989,113,0.08731241473396999
1172/1456,1172,1456,0.11073446327683616
1961/2012,1961,2012,0.07357357357357357
262/817,262,817,0.2656626506024096
1689/1401,1689,1401,0.04744255003706449
984/1086,984,1086,0.008014247551202136
741/367,741,367,0.04621309370988447
1444/581,1444,581,0.017467248908296942
603/326,603,326,0.07243460764587525
499/1997,499,1997,0.011363636363636364
499/2008,499,2008,0.030864197530864196
1033/636,1033,636,0.041811846689895474
1997/2008,1997,2008,0.029940119760479042
1997/1940,1997,1940,0.03117206982543641
1897/2008,1897,2008,0.02965599051008304
694/855,694,855,0.01021566401816118
694/1749,694,1749,0.5011119347664937
1026/891,1026,891,0.0297029702970297
1676/1656,1676,1656,0.02566735112936345
1680/2130,1680,2130,0.06642066420664207
224/636,224,636,0.05128205128205128
2148/2558,2148,2558,0.04040404040404041
855/1749,855,1749,0.017718715393133997
414/415,414,415,0.11722488038277512
234/1176,234,1176,0.026427061310782242
1456/1134,1456,1134,0.024725274725274724
